studio_id,media_id,is_main
6620,10800,False
11,14397,True
29,14397,False
6620,14397,False
29,18745,False
11,18745,True
11,101215,True
6620,101215,False
858,16498,True
144,16498,False
159,16498,False
10,16498,False
53,16498,False
749,16498,False
143,16498,False
10,21281,True
858,99634,True
858,99147,True
144,99147,False
159,99147,False
10,99147,False
53,99147,False
749,99147,False
143,99147,False
858,104578,True
144,104578,False
159,104578,False
10,104578,False
53,104578,False
749,104578,False
143,104578,False
858,120257,True
858,108942,True
569,110277,True
144,110277,False
159,110277,False
10,110277,False
53,110277,False
143,110277,False
749,110277,False
569,131681,True
144,131681,False
159,131681,False
10,131681,False
53,131681,False
143,131681,False
749,131681,False
569,146984,True
144,146984,False
159,146984,False
10,146984,False
53,146984,False
143,146984,False
7373,146984,False
569,162314,True
144,162314,False
159,162314,False
10,162314,False
53,162314,False
143,162314,False
7373,162314,False
569,139754,True
858,119113,True
858,20958,True
144,20958,False
159,20958,False
10,20958,False
53,20958,False
749,20958,False
143,20958,False
102,20958,False
858,110640,True
858,100465,True
872,100465,False
102,100465,False
6454,100465,False
6771,100465,False
858,20692,True
6258,123078,True
6258,105973,True
6258,123077,True
10,21057,True
10,21056,True
10,17187,True
23,17187,False
102,17187,False
53,17187,False
159,17187,False
464,17187,False
245,17187,False
10,20776,True
10,19193,True
23,19193,False
102,19193,False
10,19195,True
23,19195,False
102,19195,False
10,19191,True
102,19191,False
10,120896,True
10,43,True
23,43,False
159,43,False
6444,43,False
10,4672,True
23,4672,False
10,467,True
159,467,False
178,467,False
233,467,False
382,467,False
10,801,True
23,801,False
53,801,False
123,801,False
233,801,False
382,801,False
10,2448,True
23,2448,False
233,2448,False
382,2448,False
10,2449,True
23,2449,False
140,2449,False
159,2449,False
233,2449,False
6771,2449,False
123,2449,False
10,10947,False
233,10947,False
10,1566,True
233,1566,False
6195,106154,True
10,106154,True
10,138899,True
6195,138899,True
6331,138899,False
464,138899,False
159,138899,False
10,117756,True
6195,117756,True
6787,117756,False
6195,163143,True
10,163143,True
7137,163143,False
10,10870,False
10,3447,False
233,3447,False
10,10948,False
233,10948,False
10,3485,False
233,3485,False
10,10949,False
10,1335,False
140,1335,False
233,1335,False
10,468,True
233,468,False
10,18989,False
318,98607,True
318,123056,True
858,20691,True
144,150005,False
10,20811,False
858,20811,True
858,18397,True
10,18397,False
143,18397,False
144,18397,False
159,18397,False
872,18397,False
10,19391,False
858,19391,True
200,103572,True
6180,109261,True
315,109261,False
6600,109261,False
6616,109261,False
159,109261,False
144,109261,False
6670,109261,False
6740,109261,False
6677,109261,False
6180,131520,True
145,131520,False
144,131520,False
145,163327,False
44,163327,True
73,113813,True
6584,113813,False
159,113813,False
143,113813,False
6421,113813,False
126,113813,False
957,106051,True
376,106051,False
6636,106051,False
6584,154745,False
159,154745,False
73,154745,True
143,154745,False
126,154745,False
6417,154385,True
73,124410,True
6584,124410,False
126,124410,False
159,124410,False
143,124410,False
6417,123901,True
6417,123464,True
6417,169526,True
7284,160447,True
6202,160447,False
159,160447,False
6421,160447,False
460,160447,False
6289,164172,True
287,105310,True
102,105310,False
6584,105310,False
6389,105310,False
159,105310,False
143,105310,False
287,114236,True
102,114236,False
6584,114236,False
6389,114236,False
159,114236,False
143,114236,False
159,149118,False
6389,149118,False
6636,149118,False
6584,149118,False
4,3588,True
16,3588,False
53,3588,False
58,3588,False
102,3588,False
325,3588,False
4,20547,True
102,20547,False
238,20547,False
53,20547,False
58,20547,False
16,20547,False
737,20547,False
6454,20547,False
4,21687,True
16,21687,False
17,21687,False
53,21687,False
102,21687,False
108,21687,False
28,107727,True
104,126611,False
104,148379,False
14,148379,True
6698,148379,False
14,20766,True
23,20766,False
104,20766,False
681,20766,False
775,20766,False
894,20766,False
6078,20766,False
14,19111,True
14,15051,True
104,15051,False
372,15051,False
14,114979,True
6331,114979,False
6698,114979,False
14,140642,True
7137,140642,False
7138,140642,False
6698,140642,False
775,140642,False
14,152633,False
111,152633,False
111,139409,False
14,139409,False
14,155502,True
14,136141,True
104,136141,False
6551,136141,False
6331,136141,False
6698,136141,False
306,136141,False
14,113970,True
6331,113970,False
775,113970,False
6698,113970,False
14,154785,True
7137,154785,False
7138,154785,False
775,154785,False
6698,154785,False
14,159839,True
7137,159839,False
7138,159839,False
775,159839,False
6698,159839,False
104,122979,False
6551,122979,False
306,122979,False
14,122979,True
6331,122979,False
113,122979,False
14,123155,True
6331,123155,False
6551,123155,False
306,123155,False
113,123155,False
104,123155,False
14,133891,True
7137,133891,False
7138,133891,False
775,133891,False
6698,133891,False
14,106923,True
104,106923,False
775,106923,False
23,106923,False
775,157654,False
6698,157654,False
14,157654,True
6249,157654,False
14,117574,True
104,117574,False
14,14951,False
14,20554,True
104,20554,False
14,9930,False
14,9907,False
104,9907,False
14,21013,True
14,106542,True
14,11033,False
104,123952,False
14,123952,True
113,123952,False
6551,123952,False
306,123952,False
6331,123952,False
6850,135626,True
104,135626,False
14,112074,True
104,112074,False
113,112074,False
14,99152,True
6698,99152,False
104,99152,False
681,99152,False
14,142049,False
104,142049,False
6437,129276,False
104,119422,False
11,118971,True
6248,118971,False
6078,104188,True
6248,104188,False
298,104188,True
6159,104082,True
6239,104082,False
6248,116962,False
6168,116962,True
298,116962,True
14,10643,False
456,21678,True
112,19759,True
10,21377,True
10,101999,True
10,20725,True
23,20725,False
10,98704,True
10,21235,True
10,102839,True
10,102836,True
10,102093,True
10,11771,True
23,11771,False
104,11771,False
139,11771,False
143,11771,False
10,17259,False
10,16894,True
23,16894,False
104,16894,False
139,16894,False
143,16894,False
10,98703,True
10,16916,False
23,16916,False
104,16916,False
10,19669,True
23,19669,False
104,19669,False
139,19669,False
143,19669,False
10,156053,True
10,15487,True
3,100990,True
456,21303,True
102,21303,False
86,8416,True
86,8417,False
191,21552,True
6158,21552,False
380,8403,False
86,4286,False
86,9812,False
65,1760,True
467,1760,False
426,1760,False
6161,1760,False
200,1761,True
6161,1761,False
426,1761,False
16,4039,False
64,4039,False
213,4039,False
229,4039,True
376,4039,False
65,1412,True
467,1412,False
94,11777,False
29,1413,False
73,1413,False
467,1413,False
6361,1413,True
6620,1413,False
73,1414,True
467,1414,False
29,1415,False
65,1415,True
467,1415,False
29,1416,False
65,1416,True
467,1416,False
6620,1416,False
6720,1416,False
65,1417,False
467,1417,False
29,1418,False
73,1418,True
467,1418,False
29,1419,False
65,1419,True
467,1419,False
65,1420,True
467,1420,False
6620,1420,False
29,1421,False
65,1421,True
467,1421,False
771,1422,False
73,1422,True
6620,1422,False
467,1422,False
29,1423,False
65,1423,True
467,1423,False
73,1424,False
467,1424,False
6361,1424,True
29,1425,False
31,1425,False
65,1425,True
140,1425,False
829,1425,False
467,1425,False
65,1426,True
467,1426,False
94,20906,True
73,20906,False
6620,20906,False
73,21821,True
94,21821,False
94,100957,True
6620,100957,False
73,104257,True
73,134623,True
6620,134623,False
376,134623,False
73,21822,True
94,21822,True
6663,21822,False
73,110413,True
6105,110413,True
783,110413,False
6771,110413,False
6548,110413,False
65,338,True
217,338,False
6429,154392,False
6570,154392,False
65,3868,False
65,168557,True
65,1435,True
467,1435,False
73,112658,True
467,112658,False
29,1427,False
73,1427,False
6620,1427,False
6720,1427,False
6361,1427,True
467,1427,False
73,13203,True
6113,13203,True
6548,13203,False
467,13203,False
73,20978,False
467,20978,False
94,20978,True
94,97619,True
73,97619,False
467,97619,False
94,107313,True
73,107313,False
73,1429,False
467,1429,False
65,1430,True
467,1430,False
6454,1430,False
94,155925,True
73,155925,False
376,155925,False
65,1432,True
245,1432,False
467,1432,False
65,1433,True
467,1433,False
236,1433,False
29,1434,False
771,1434,False
467,1434,False
73,5019,True
6620,5019,False
29,1436,False
65,1436,True
467,1436,False
65,1437,True
467,1437,False
65,1438,False
467,1438,False
29,1439,False
65,1439,True
467,1439,False
73,8097,False
73,15783,False
73,154924,True
65,2043,True
217,2043,False
14,101345,True
17,101345,False
467,101345,False
17,147189,False
14,147189,True
229,147189,True
14,1470,True
467,1470,False
437,21203,True
14,1471,True
467,1471,False
14,1472,True
467,1472,False
14,1473,True
467,1473,False
14,1477,True
467,1477,False
14,1478,True
467,1478,False
14,1479,True
467,1479,False
6620,1479,False
76,1479,False
14,1475,True
467,1475,False
14,1476,True
467,1476,False
464,1476,False
236,1476,False
14,1474,True
196,1474,False
467,1474,False
17,282,False
73,282,False
65,146310,True
217,146310,False
73,20141,True
29,20914,False
65,20914,True
467,20914,False
65,2611,True
467,2611,False
73,111954,False
65,111954,False
73,165682,True
73,105655,True
467,105655,False
73,16183,False
6105,101497,True
73,101497,False
65,13247,False
543,13247,True
73,13247,False
73,156905,False
73,13249,False
73,3019,False
94,3019,True
33,5343,False
73,5343,True
73,19479,True
29,4320,False
73,4320,False
467,4320,False
829,4320,False
65,6115,True
6161,6115,False
236,6115,False
467,6115,False
62,779,False
73,779,True
236,779,False
771,779,True
73,235,True
76,235,False
140,235,False
236,235,False
707,235,False
73,780,False
102,780,False
771,780,True
73,781,True
102,781,False
62,8331,False
65,8331,True
62,6467,False
65,6467,False
245,6467,False
236,6467,False
73,6467,True
73,14735,True
62,14735,False
236,14735,False
245,14735,False
73,20878,True
73,21646,True
6620,21646,False
62,21646,False
467,21646,False
6161,21646,False
236,21646,False
62,13837,False
245,13837,False
73,13837,True
73,12117,True
62,12117,False
6620,12117,False
76,12117,False
6161,12117,False
245,12117,False
73,13839,False
6161,13839,False
73,10766,False
73,142219,True
236,142219,False
6620,142219,False
6161,142219,False
245,142219,False
62,142219,False
62,2335,False
829,2335,False
16,2335,False
413,2335,True
73,1369,True
245,158997,False
73,158997,True
76,158997,False
6161,158997,False
73,156841,True
6620,156841,False
76,156841,False
62,156841,False
6161,156841,False
245,156841,False
415,141208,False
35,141208,True
6421,141208,False
6161,141208,False
62,141208,False
460,141208,False
35,166104,True
6421,166104,False
6161,166104,False
415,166104,False
62,166104,False
460,166104,False
7,4192,True
16,4192,False
31,4192,False
62,4192,False
474,4192,False
376,4192,False
7,5521,True
16,2026,False
62,2026,False
118,2026,True
210,2026,False
376,2026,False
16,4038,False
31,4038,False
62,4038,False
118,4038,True
376,4038,False
62,7745,False
118,7745,False
32,16005,True
835,16005,False
118,9127,False
35,116267,True
6421,116267,False
6161,116267,False
415,116267,False
62,116267,False
460,116267,False
35,127371,True
415,127371,False
6421,127371,False
62,127371,False
6161,127371,False
460,127371,False
35,141212,True
415,141212,False
6421,141212,False
6161,141212,False
460,141212,False
62,141212,False
16,9958,False
31,9958,False
32,9958,True
62,9958,False
213,9958,False
474,9958,False
376,9958,False
16,14653,False
31,14653,False
32,14653,True
62,14653,False
376,14653,False
16,16982,False
32,16982,True
376,16982,False
6161,16982,False
166,16982,False
32,20651,True
6468,116740,True
245,116740,False
35,155345,True
6698,155345,False
55,2471,False
142,2471,False
247,2471,True
234,2471,False
7045,7045,False
6930,6930,False
247,6930,True
1,8687,False
55,8687,False
247,8687,False
247,113669,True
247,2664,False
247,87438,True
247,20515,True
249,20515,False
245,20515,False
235,20515,True
247,122575,True
249,122575,True
53,122575,False
55,122575,False
6341,122575,False
245,122575,False
62,122575,False
235,122575,True
247,3727,True
247,2392,False
55,10534,False
142,10534,False
247,10534,False
65,11053,False
55,15925,False
142,15925,False
245,15925,False
247,15925,False
247,19645,True
247,132655,True
247,3130,False
145,3129,False
6361,3129,False
65,3129,False
235,126783,True
247,100291,True
6988,6988,False
245,5096,False
247,5096,True
247,106493,True
62,106493,False
55,106493,False
247,16702,False
142,2643,False
142,2644,False
247,2393,False
6161,136667,True
55,2655,False
62,2655,False
247,2658,True
142,2668,False
65,501,False
62,142984,False
28,142984,True
28,133965,True
213,133965,False
62,133965,False
6251,141055,True
95,111428,True
104,111428,False
6417,128392,True
6620,169754,False
6161,169754,False
245,169754,False
73,169754,True
73,8609,True
6161,8609,False
62,10531,False
65,10531,False
245,10531,False
62,9963,False
65,9963,False
245,9963,False
236,9963,False
73,9963,True
73,2597,False
73,6438,True
6161,6438,False
73,139179,False
73,20859,True
73,98604,True
467,98604,False
6161,98604,False
236,98604,False
73,100653,True
6161,100653,False
467,100653,False
236,100653,False
62,100653,False
73,145494,True
73,98222,True
236,98222,False
62,98222,False
467,98222,False
73,166060,True
6361,6198,True
561,20790,True
73,2514,False
73,8310,True
236,8310,False
62,8310,False
73,131770,True
73,113653,True
245,113653,False
6620,113653,False
236,113653,False
6161,113653,False
6454,113653,False
73,20546,True
73,5578,True
771,5578,False
73,10703,False
73,2512,True
62,2512,False
62,2513,False
73,2513,False
73,1363,False
102,1363,False
156,1363,False
65,1363,True
73,1364,True
102,1364,False
771,1364,False
73,1365,True
102,1365,False
73,1366,True
65,1366,False
62,5460,False
65,5460,False
245,5460,False
236,5460,False
73,5460,True
73,6231,False
73,1367,True
6161,1367,False
73,1368,False
6161,1368,False
6361,1368,True
73,21470,True
62,21470,False
6161,21470,False
236,21470,False
467,21470,False
62,4447,False
65,4447,False
73,4447,True
73,5348,False
73,106206,True
467,106206,False
6161,106206,False
236,106206,False
62,106206,False
73,1505,True
73,7471,False
73,1506,True
7305,7305,False
73,7305,True
73,140002,True
6161,140002,False
62,140002,False
76,140002,False
73,140005,True
6161,140005,False
62,140005,False
76,140005,False
1,1293,True
37,1293,True
99,1293,False
467,1293,False
99,1924,False
207,1924,True
467,1924,False
287,143277,True
169,143277,False
17,143277,False
6161,143277,False
62,143277,False
6708,143277,False
53,143277,False
376,143277,False
287,155645,True
169,155645,False
17,155645,False
6161,155645,False
62,155645,False
6708,155645,False
53,155645,False
11,1919,True
37,1919,True
207,1919,True
1,1920,True
99,1920,False
467,1920,False
1,1921,True
99,1921,False
177,1921,False
467,1921,False
245,1921,False
37,1923,True
99,1923,False
467,1923,False
11,1925,True
99,1925,False
467,1925,False
6566,6566,False
2,249,False
14,249,True
76,249,False
119,249,False
6771,249,False
14,449,True
119,449,False
2,450,False
119,450,False
196,450,False
14,450,True
2,451,False
14,451,False
119,451,False
236,451,False
14,452,True
119,452,False
6567,6567,False
37,210,True
62,210,False
99,210,False
119,210,False
169,210,False
6771,210,False
169,149939,False
99,149939,False
37,149939,True
119,418,False
169,418,False
37,418,True
99,10819,False
99,10824,False
99,10825,False
119,1007,False
144,1007,False
169,1007,False
99,1007,False
6,1007,False
37,1007,True
6,1008,False
37,1008,True
119,1008,False
144,1008,False
169,1008,False
37,1010,True
119,1010,False
169,1010,False
14,1011,True
119,1011,False
14,5493,False
37,5493,True
119,792,False
144,792,False
169,792,False
6713,6713,False
99,6713,False
236,118399,False
14,118399,True
62,118399,False
119,118399,False
17,118399,False
14,131264,True
236,131264,False
211,131264,False
6161,131264,False
119,131264,False
17,131264,False
14,6811,True
17,6811,False
119,6811,False
236,6811,False
37,1922,True
99,1922,False
467,1922,False
1,1481,True
18,967,True
467,967,False
67,1357,False
97,1357,False
99,1357,False
167,1357,False
376,1357,False
179,1357,True
413,1357,False
6716,1357,False
6881,1357,False
7021,1357,False
7020,1357,False
18,1356,True
467,1356,False
55,1541,False
455,1541,False
77,1541,True
6067,100408,True
6067,102860,True
55,3864,False
7363,7363,False
169,7363,False
486,7363,True
18,1358,True
467,1358,False
16,17705,False
30,17705,False
41,4549,False
376,4549,False
777,4549,False
18,1773,False
73,1773,True
7321,1773,False
467,1773,False
73,3027,True
467,3027,False
18,2174,True
73,4312,False
467,4312,False
73,5291,True
1,3787,True
62,3787,False
67,3787,False
1,2018,True
1,2973,True
37,1453,True
99,1453,False
99,2459,False
207,2459,False
99,2460,False
30,2460,True
73,2171,True
73,18429,True
62,18429,False
6161,18429,False
467,18429,False
6771,18429,False
65,5225,False
245,5225,False
467,5225,False
29,4851,False
73,4851,False
467,4851,False
18,4427,False
18,16728,False
18,3272,True
18,3273,True
18,3274,True
18,3276,False
18,3277,False
18,3278,False
18,3279,False
18,3280,False
18,3281,True
16,1707,False
18,1707,True
675,1707,False
467,1707,False
18,6310,False
18,5967,False
18,5968,False
18,12279,False
10,162796,True
142,3545,False
169,3545,False
36,3545,True
169,3547,False
36,21847,True
22,110694,True
276,110694,True
73,110694,True
3,110694,True
36,110694,True
111,110694,False
317,110694,False
245,18179,False
73,18179,True
213,18179,False
245,18177,True
73,107875,True
73,21407,True
73,21114,True
6559,21114,False
16,21114,False
135,21114,False
245,21114,False
245,20723,False
73,20723,True
73,21194,True
245,21194,False
245,20808,True
73,99476,True
73,142481,True
245,142481,False
6559,142481,False
16,142481,False
317,142481,False
135,142481,False
73,21806,True
1,20510,True
55,11697,False
247,11697,False
3,17741,True
6073,17741,True
16,17741,False
53,17741,False
103,11313,True
159,11313,False
3,20715,True
839,20966,True
53,20966,False
61,20966,False
159,20966,False
211,20966,False
6421,20966,False
6428,20966,False
647,20966,False
380,20966,False
539,20966,False
6430,20966,False
6637,20966,False
102,20966,False
6676,20966,False
839,20740,True
159,20359,False
839,20359,True
51,98251,True
6202,98251,False
82,390,False
102,390,False
829,390,False
126,390,True
51,21887,True
37,108928,True
553,108928,True
16,108928,False
37,116752,True
553,116752,True
37,128740,True
553,141352,True
7035,141352,True
6787,141352,False
6693,141352,False
6460,141352,False
6787,162291,False
7035,162291,True
553,162291,True
6693,162291,False
6460,162291,False
94,148862,True
561,99539,True
561,21385,True
561,20789,True
102,20789,False
17,20789,False
166,20789,False
53,20789,False
143,20789,False
159,20789,False
561,21104,True
561,104175,True
561,99540,True
37,154174,True
561,20626,True
397,20626,True
16,20626,False
561,99749,True
397,99749,True
6222,99749,True
16,99749,False
53,99749,False
159,99749,False
6429,99749,False
561,21191,True
470,21191,False
6429,21191,False
159,21191,False
16,21191,False
53,21191,False
16,6702,False
53,6702,False
144,6702,False
41,6702,True
561,6702,True
102,6702,False
159,6702,False
315,6702,False
765,6702,False
7,119683,True
159,119683,False
6620,119683,False
6720,119683,False
306,119683,False
179,119683,False
7,144932,True
159,144932,False
6620,144932,False
11,20623,True
29,20623,False
159,20623,False
6620,20623,False
6892,20623,False
376,20623,False
561,150078,True
397,150078,False
561,18393,True
41,18393,False
37,246,True
145,246,False
159,246,False
484,246,False
41,9982,False
561,9982,False
16,12049,False
41,12049,True
53,12049,False
561,12049,True
102,12049,False
41,17535,False
53,17535,False
561,17535,False
68,2402,True
169,2402,False
68,19973,True
7086,19973,False
68,2920,True
467,2920,False
169,2920,False
65,2921,True
583,2921,False
44,2921,False
6620,2921,False
65,2922,False
73,100298,True
6238,100298,False
159,100298,False
145,100298,False
6331,100298,False
6663,100298,False
73,102309,True
73,113359,True
577,113359,False
73,132904,True
429,4298,True
452,1859,False
86,287,True
102,287,False
86,551,False
